Gene,Non-unique Gene name,Annotation,ISO01,ISO02,ISO03,ISO04,ISO05,ISO06,ISO07,ISO08,ISO09,ISO10,ISO11,ISO12,ISO13,ISO14,ISO15,ISO16,ISO17,ISO18,ISO19,ISO20,GCF_000005845.2,GCF_000010485.1
core_141,,conserved protein,ISO01_0141,ISO02_0141,ISO03_0141,ISO04_0141,ISO05_0141,ISO06_0141,ISO07_0141,ISO08_0141,ISO09_0141,ISO10_0141,ISO11_0141,ISO12_0141,ISO13_0141,ISO14_0141,ISO15_0141,ISO16_0141,ISO17_0141,ISO18_0141,ISO19_0141,ISO20_0141,GCF_000005845.2_0141,GCF_000010485.1_0141
core_142,,conserved protein,ISO01_0142,ISO02_0142,ISO03_0142,ISO04_0142,ISO05_0142,ISO06_0142,ISO07_0142,ISO08_0142,ISO09_0142,ISO10_0142,ISO11_0142,ISO12_0142,ISO13_0142,ISO14_0142,ISO15_0142,ISO16_0142,ISO17_0142,ISO18_0142,ISO19_0142,ISO20_0142,GCF_000005845.2_0142,GCF_000010485.1_0142
core_143,,conserved protein,ISO01_0143,ISO02_0143,ISO03_0143,ISO04_0143,ISO05_0143,ISO06_0143,ISO07_0143,ISO08_0143,ISO09_0143,ISO10_0143,ISO11_0143,ISO12_0143,ISO13_0143,ISO14_0143,ISO15_0143,ISO16_0143,ISO17_0143,ISO18_0143,ISO19_0143,ISO20_0143,GCF_000005845.2_0143,GCF_000010485.1_0143
core_144,,conserved protein,ISO01_0144,ISO02_0144,ISO03_0144,ISO04_0144,ISO05_0144,,ISO07_0144,ISO08_0144,ISO09_0144,ISO10_0144,ISO11_0144,ISO12_0144,ISO13_0144,ISO14_0144,ISO15_0144,ISO16_0144,ISO17_0144,ISO18_0144,ISO19_0144,ISO20_0144,GCF_000005845.2_0144,GCF_000010485.1_0144
core_145,,conserved protein,ISO01_0145,ISO02_0145,ISO03_0145,ISO04_0145,ISO05_0145,ISO06_0145,ISO07_0145,ISO08_0145,ISO09_0145,ISO10_0145,ISO11_0145,ISO12_0145,ISO13_0145,ISO14_0145,ISO15_0145,ISO16_0145,ISO17_0145,ISO18_0145,ISO19_0145,ISO20_0145,GCF_000005845.2_0145,GCF_000010485.1_0145
core_146,,conserved protein,ISO01_0146,ISO02_0146,ISO03_0146,ISO04_0146,ISO05_0146,ISO06_0146,ISO07_0146,ISO08_0146,ISO09_0146,ISO10_0146,ISO11_0146,ISO12_0146,ISO13_0146,ISO14_0146,ISO15_0146,ISO16_0146,ISO17_0146,ISO18_0146,ISO19_0146,ISO20_0146,GCF_000005845.2_0146,GCF_000010485.1_0146
core_147,,conserved protein,ISO01_0147,ISO02_0147,ISO03_0147,ISO04_0147,ISO05_0147,ISO06_0147,ISO07_0147,ISO08_0147,ISO09_0147,ISO10_0147,ISO11_0147,ISO12_0147,ISO13_0147,ISO14_0147,ISO15_0147,ISO16_0147,ISO17_0147,ISO18_0147,ISO19_0147,ISO20_0147,GCF_000005845.2_0147,GCF_000010485.1_0147
core_148,,conserved protein,ISO01_0148,ISO02_0148,ISO03_0148,ISO04_0148,ISO05_0148,ISO06_0148,ISO07_0148,ISO08_0148,ISO09_0148,ISO10_0148,ISO11_0148,ISO12_0148,ISO13_0148,ISO14_0148,ISO15_0148,ISO16_0148,ISO17_0148,ISO18_0148,ISO19_0148,ISO20_0148,GCF_000005845.2_0148,GCF_000010485.1_0148
core_149,,conserved protein,ISO01_0149,ISO02_0149,ISO03_0149,ISO04_0149,ISO05_0149,ISO06_0149,ISO07_0149,ISO08_0149,ISO09_0149,ISO10_0149,ISO11_0149,ISO12_0149,ISO13_0149,ISO14_0149,ISO15_0149,ISO16_0149,ISO17_0149,ISO18_0149,ISO19_0149,ISO20_0149,GCF_000005845.2_0149,GCF_000010485.1_0149
core_150,,conserved protein,ISO01_0150,ISO02_0150,ISO03_0150,ISO04_0150,ISO05_0150,ISO06_0150,ISO07_0150,ISO08_0150,ISO09_0150,ISO10_0150,ISO11_0150,ISO12_0150,ISO13_0150,ISO14_0150,ISO15_0150,ISO16_0150,ISO17_0150,,ISO19_0150,ISO20_0150,GCF_000005845.2_0150,GCF_000010485.1_0150
ST131_group_01,,hypothetical protein,ISO01_0151,ISO02_0151,ISO03_0151,ISO04_0151,,ISO06_0151,ISO07_0151,ISO08_0151,,,,,,,,,,,,,,GCF_000010485.1_0151
ST131_group_02,,hypothetical protein,ISO01_0152,ISO02_0152,,ISO04_0152,ISO05_0152,ISO06_0152,ISO07_0152,ISO08_0152,,,,,,,,,,,,,,GCF_000010485.1_0152
ST131_group_03,,hypothetical protein,ISO01_0153,ISO02_0153,ISO03_0153,ISO04_0153,ISO05_0153,ISO06_0153,ISO07_0153,ISO08_0153,,,,,,,,,,,,,,GCF_000010485.1_0153
ST131_group_04,,hypothetical protein,ISO01_0154,ISO02_0154,ISO03_0154,ISO04_0154,ISO05_0154,ISO06_0154,ISO07_0154,ISO08_0154,,,,,,,,,,,,,,GCF_000010485.1_0154
ST131_group_05,,hypothetical protein,ISO01_0155,ISO02_0155,ISO03_0155,ISO04_0155,ISO05_0155,ISO06_0155,ISO07_0155,ISO08_0155,,,,,,,,,,,,,,GCF_000010485.1_0155
ST131_group_06,,hypothetical protein,ISO01_0156,ISO02_0156,ISO03_0156,ISO04_0156,ISO05_0156,ISO06_0156,ISO07_0156,ISO08_0156,,,,,,,,,,,,,,GCF_000010485.1_0156
ST131_group_07,,hypothetical protein,,ISO02_0157,ISO03_0157,ISO04_0157,ISO05_0157,ISO06_0157,ISO07_0157,ISO08_0157,,,,,,,,,,,,,,GCF_000010485.1_0157
ST131_group_08,,hypothetical protein,ISO01_0158,ISO02_0158,ISO03_0158,ISO04_0158,ISO05_0158,,ISO07_0158,ISO08_0158,,,,,,,,,,,,,,GCF_000010485.1_0158
ST131_group_09,,hypothetical protein,ISO01_0159,ISO02_0159,ISO03_0159,ISO04_0159,ISO05_0159,ISO06_0159,ISO07_0159,ISO08_0159,,,,,,,,,,,,,,GCF_000010485.1_0159
ST131_group_10,,hypothetical protein,ISO01_0160,ISO02_0160,ISO03_0160,ISO04_0160,ISO05_0160,ISO06_0160,ISO07_0160,ISO08_0160,,,,,,,,,,,,,,GCF_000010485.1_0160
ST131_group_11,,hypothetical protein,ISO01_0161,ISO02_0161,ISO03_0161,ISO04_0161,ISO05_0161,ISO06_0161,ISO07_0161,ISO08_0161,,,,,,,,,,,,,,GCF_000010485.1_0161
ST131_group_12,,hypothetical protein,ISO01_0162,ISO02_0162,,ISO04_0162,ISO05_0162,ISO06_0162,ISO07_0162,ISO08_0162,,,,,,,,,,,,,,GCF_000010485.1_0162
ST131_group_13,,hypothetical protein,ISO01_0163,ISO02_0163,ISO03_0163,,ISO05_0163,ISO06_0163,ISO07_0163,ISO08_0163,,,,,,,,,,,,,,GCF_000010485.1_0163
ST131_group_14,,hypothetical protein,ISO01_0164,ISO02_0164,ISO03_0164,ISO04_0164,ISO05_0164,ISO06_0164,ISO07_0164,ISO08_0164,,,,,,,,,,,,,,GCF_000010485.1_0164
ST131_group_15,,hypothetical protein,ISO01_0165,,ISO03_0165,ISO04_0165,ISO05_0165,ISO06_0165,ISO07_0165,ISO08_0165,,,,,,,,,,,,,,GCF_000010485.1_0165
ST73_group_01,,hypothetical protein,,,,,,,,,ISO09_0166,ISO10_0166,ISO11_0166,ISO12_0166,ISO13_0166,,,,,,,,,
ST73_group_02,,hypothetical protein,,,,,,,,,ISO09_0167,ISO10_0167,ISO11_0167,,ISO13_0167,,,,,,,,,
ST73_group_03,,hypothetical protein,,,,,,,,,,ISO10_0168,ISO11_0168,ISO12_0168,ISO13_0168,,,,,,,,,
ST73_group_04,,hypothetical protein,,,,,,,,,,ISO10_0169,ISO11_0169,ISO12_0169,ISO13_0169,,,,,,,,,
ST73_group_05,,hypothetical protein,,,,,,,,,ISO09_0170,,ISO11_0170,ISO12_0170,ISO13_0170,,,,,,,,,
ST73_group_06,,hypothetical protein,,,,,,,,,ISO09_0171,ISO10_0171,ISO11_0171,ISO12_0171,ISO13_0171,,,,,,,,,
ST73_group_07,,hypothetical protein,,,,,,,,,ISO09_0172,ISO10_0172,ISO11_0172,ISO12_0172,ISO13_0172,,,,,,,,,
ST73_group_08,,hypothetical protein,,,,,,,,,ISO09_0173,ISO10_0173,ISO11_0173,ISO12_0173,ISO13_0173,,,,,,,,,
ST73_group_09,,hypothetical protein,,,,,,,,,ISO09_0174,ISO10_0174,ISO11_0174,ISO12_0174,,,,,,,,,,
ST73_group_10,,hypothetical protein,,,,,,,,,ISO09_0175,ISO10_0175,ISO11_0175,ISO12_0175,ISO13_0175,,,,,,,,,
ST73_group_11,,hypothetical protein,,,,,,,,,ISO09_0176,ISO10_0176,,ISO12_0176,ISO13_0176,,,,,,,,,
ST73_group_12,,hypothetical protein,,,,,,,,,ISO09_0177,ISO10_0177,ISO11_0177,ISO12_0177,ISO13_0177,,,,,,,,,
ST73_group_13,,hypothetical protein,,,,,,,,,ISO09_0178,ISO10_0178,ISO11_0178,ISO12_0178,ISO13_0178,,,,,,,,,
ST73_group_14,,hypothetical protein,,,,,,,,,ISO09_0179,ISO10_0179,ISO11_0179,ISO12_0179,ISO13_0179,,,,,,,,,
ST73_group_15,,hypothetical protein,,,,,,,,,ISO09_0180,ISO10_0180,ISO11_0180,ISO12_0180,ISO13_0180,,,,,,,,,
ST10_group_01,,hypothetical protein,,,,,,,,,,,,,,ISO14_0181,ISO15_0181,ISO16_0181,ISO17_0181,ISO18_0181,,,,
ST10_group_02,,hypothetical protein,,,,,,,,,,,,,,ISO14_0182,ISO15_0182,ISO16_0182,ISO17_0182,,,,,
ST10_group_03,,hypothetical protein,,,,,,,,,,,,,,ISO14_0183,ISO15_0183,ISO16_0183,,ISO18_0183,,,GCF_000005845.2_0183,
ST10_group_04,,hypothetical protein,,,,,,,,,,,,,,ISO14_0184,ISO15_0184,ISO16_0184,ISO17_0184,ISO18_0184,,,GCF_000005845.2_0184,
ST10_group_05,,hypothetical protein,,,,,,,,,,,,,,ISO14_0185,ISO15_0185,ISO16_0185,ISO17_0185,ISO18_0185,,,GCF_000005845.2_0185,
ST10_group_06,,hypothetical protein,,,,,,,,,,,,,,ISO14_0186,ISO15_0186,ISO16_0186,ISO17_0186,ISO18_0186,,,GCF_000005845.2_0186,
ST10_group_07,,hypothetical protein,,,,,,,,,,,,,,,ISO15_0187,,ISO17_0187,ISO18_0187,,,GCF_000005845.2_0187,
ST10_group_08,,hypothetical protein,,,,,,,,,,,,,,ISO14_0188,ISO15_0188,ISO16_0188,ISO17_0188,ISO18_0188,,,GCF_000005845.2_0188,
ST10_group_09,,hypothetical protein,,,,,,,,,,,,,,ISO14_0189,ISO15_0189,ISO16_0189,ISO17_0189,ISO18_0189,,,GCF_000005845.2_0189,
ST10_group_10,,hypothetical protein,,,,,,,,,,,,,,ISO14_0190,ISO15_0190,ISO16_0190,ISO17_0190,ISO18_0190,,,GCF_000005845.2_0190,
ST10_group_11,,hypothetical protein,,,,,,,,,,,,,,ISO14_0191,ISO15_0191,ISO16_0191,ISO17_0191,,,,,
ST10_group_12,,hypothetical protein,,,,,,,,,,,,,,ISO14_0192,ISO15_0192,ISO16_0192,ISO17_0192,ISO18_0192,,,GCF_000005845.2_0192,
ST10_group_13,,hypothetical protein,,,,,,,,,,,,,,ISO14_0193,ISO15_0193,ISO16_0193,ISO17_0193,ISO18_0193,,,GCF_000005845.2_0193,
ST10_group_14,,hypothetical protein,,,,,,,,,,,,,,ISO14_0194,ISO15_0194,ISO16_0194,ISO17_0194,ISO18_0194,,,GCF_000005845.2_0194,
ST10_group_15,,hypothetical protein,,,,,,,,,,,,,,ISO14_0195,ISO15_0195,ISO16_0195,ISO17_0195,ISO18_0195,,,,
ST69_group_01,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0196,ISO20_0196,,
ST69_group_02,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0197,ISO20_0197,,
ST69_group_03,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0198,ISO20_0198,,
ST69_group_04,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0199,ISO20_0199,,
ST69_group_05,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0200,ISO20_0200,,
ST69_group_06,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0201,ISO20_0201,,
ST69_group_07,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0202,ISO20_0202,,
ST69_group_08,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0203,ISO20_0203,,
ST69_group_09,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0204,ISO20_0204,,
ST69_group_10,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0205,,,
ST69_group_11,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0206,ISO20_0206,,
ST69_group_12,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0207,ISO20_0207,,
ST69_group_13,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0208,ISO20_0208,,
ST69_group_14,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0209,ISO20_0209,,
ST69_group_15,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0210,ISO20_0210,,
group_6123,,hypothetical protein,,,,,ISO05_0211,,,,,,,,ISO13_0211,,,,,,,,,GCF_000010485.1_0211
group_8456,,hypothetical protein,,,ISO03_0212,,,,,,,,,,,,,,,,,,,
group_3212,,hypothetical protein,ISO01_0213,,,,,,,,,,,ISO12_0213,,,,ISO16_0213,ISO17_0213,,,ISO20_0213,,
group_5594,,hypothetical protein,,,,,ISO05_0214,ISO06_0214,,,ISO09_0214,,,,,,,,,,,,,
group_7774,,hypothetical protein,ISO01_0215,,,,,,,,,,,ISO12_0215,,,,,,,,,GCF_000005845.2_0215,
group_5834,,hypothetical protein,ISO01_0216,,,,,,,,,,,,ISO13_0216,ISO14_0216,,,,,,,,
group_3255,,hypothetical protein,ISO01_0217,,,,,,ISO07_0217,,,,,,,,,,,,,,,
group_6480,,hypothetical protein,,,,,,,,,,,,,,,,,ISO17_0218,,,,GCF_000005845.2_0218,
group_4232,,hypothetical protein,,,,,,,,,,,,,,,,ISO16_0219,,,,,,
group_2278,,hypothetical protein,,,,,,,,,,,,ISO12_0220,,,,,ISO17_0220,,,,GCF_000005845.2_0220,
group_2540,,hypothetical protein,,,,,,,,,,,,,,,,ISO16_0221,,,,,,GCF_000010485.1_0221
group_7791,,hypothetical protein,,,,,,,,,,,,,,,,,,,ISO19_0222,,,
group_3034,,hypothetical protein,,ISO02_0223,,,,,ISO07_0223,,,ISO10_0223,,,,,,,,,,,,
group_9499,,hypothetical protein,,,,,,ISO06_0224,,,,,,,,,,,,,,,,
group_3453,,hypothetical protein,,,,ISO04_0225,,,,,,,,,,,ISO15_0225,,,,,,,
group_5345,,hypothetical protein,,,ISO03_0226,,,,,,,,,,,,ISO15_0226,,,,ISO19_0226,,,
group_7662,,hypothetical protein,ISO01_0227,,,,ISO05_0227,,,,,,,,,,,ISO16_0227,,,ISO19_0227,,,
group_3547,,hypothetical protein,,ISO02_0228,,,,,,,,,,,,,,,,ISO18_0228,,,,
group_3852,,hypothetical protein,,,,,,,,,,,,,,,,ISO16_0229,,,,,,
group_4723,,hypothetical protein,,,ISO03_0230,,,,,,,,ISO11_0230,,,,,,,,,ISO20_0230,,
group_5120,,hypothetical protein,,,,,ISO05_0231,,,,,,,,,,,,,,,,,GCF_000010485.1_0231
group_8554,,hypothetical protein,,,,ISO04_0232,,,,,ISO09_0232,,,,,,,,,ISO18_0232,,,,
group_6264,,hypothetical protein,,,,,,,,,,,,,,,,,ISO17_0233,,,,,GCF_000010485.1_0233
group_5913,,hypothetical protein,,,,,,,,ISO08_0234,,,,,,,,,,,,,,
group_4022,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,GCF_000010485.1_0235
group_7418,,hypothetical protein,,,,,,ISO06_0236,,,,,,,,,,,,,,,,
group_2509,,hypothetical protein,,,,,,,,,,,,,ISO13_0237,,,ISO16_0237,,,,,,
group_6263,,hypothetical protein,,,,,,ISO06_0238,,ISO08_0238,,,,,,,,,,,,,,
intI1,,mobile element or virulence protein,,ISO02_0239,ISO03_0239,,,,ISO07_0239,ISO08_0239,ISO09_0239,,ISO11_0239,ISO12_0239,ISO13_0239,ISO14_0239,,,ISO17_0239,,,,,GCF_000010485.1_0239
traA,,mobile element or virulence protein,ISO01_0240,ISO02_0240,ISO03_0240,,,ISO06_0240,ISO07_0240,ISO08_0240,,ISO10_0240,ISO11_0240,ISO12_0240,,,,,,,,,,GCF_000010485.1_0240
traD,,mobile element or virulence protein,ISO01_0241,ISO02_0241,,,ISO05_0241,ISO06_0241,ISO07_0241,,ISO09_0241,,ISO11_0241,ISO12_0241,,,,,,,ISO19_0241,,GCF_000005845.2_0241,GCF_000010485.1_0241
repFIB,,mobile element or virulence protein,ISO01_0242,ISO02_0242,,,ISO05_0242,,ISO07_0242,,ISO09_0242,,,ISO12_0242,,,,ISO16_0242,,,,,,
repFII,,mobile element or virulence protein,,,ISO03_0243,ISO04_0243,ISO05_0243,,,ISO08_0243,ISO09_0243,ISO10_0243,,,,,ISO15_0243,,,,,,,GCF_000010485.1_0243
phage_int,,mobile element or virulence protein,ISO01_0244,ISO02_0244,ISO03_0244,ISO04_0244,ISO05_0244,ISO06_0244,,,,,ISO11_0244,,ISO13_0244,,ISO15_0244,ISO16_0244,ISO17_0244,ISO18_0244,,,,GCF_000010485.1_0244
papC,,mobile element or virulence protein,ISO01_0245,ISO02_0245,,,ISO05_0245,ISO06_0245,ISO07_0245,ISO08_0245,,ISO10_0245,ISO11_0245,ISO12_0245,ISO13_0245,,,,,,,,,
papG,,mobile element or virulence protein,,,,ISO04_0246,ISO05_0246,,ISO07_0246,ISO08_0246,ISO09_0246,ISO10_0246,ISO11_0246,ISO12_0246,ISO13_0246,,,ISO16_0246,ISO17_0246,ISO18_0246,,,,
hlyA,,mobile element or virulence protein,ISO01_0247,ISO02_0247,,ISO04_0247,ISO05_0247,ISO06_0247,ISO07_0247,ISO08_0247,ISO09_0247,,ISO11_0247,ISO12_0247,ISO13_0247,,,,,,,ISO20_0247,,GCF_000010485.1_0247
cnf1,,mobile element or virulence protein,,ISO02_0248,ISO03_0248,ISO04_0248,,,ISO07_0248,,,ISO10_0248,,ISO12_0248,ISO13_0248,,,,,,,,,GCF_000010485.1_0248
iutA,,mobile element or virulence protein,,ISO02_0249,,ISO04_0249,,,ISO07_0249,ISO08_0249,,ISO10_0249,ISO11_0249,ISO12_0249,ISO13_0249,ISO14_0249,,,,ISO18_0249,,ISO20_0249,GCF_000005845.2_0249,
fyuA,,mobile element or virulence protein,,,,,ISO05_0250,,,ISO08_0250,ISO09_0250,,ISO11_0250,ISO12_0250,,ISO14_0250,,,,,ISO19_0250,,,
